Code,StationName,Staffed,StationType,Address1,Address2,City,State,Zip,Country,Division,TimeZone,Latitude/Longitude,Elevation,Population
WSL,"Whistler, British Columbia",N,Curbside Bus Stop only (no shelter),2029 London Lane,SS Services - Whistler Village,Whistler Village,BC,V0N 1B4,Canada,Pacific,P,"50.094810,-122.989823",2138,
WSP,"Westport, New York",N,Station Building (with waiting room),6705 Main Street,at Highway 9N and Railroad Tracks,Westport,NY,12993,United States,Northeast,E,"44.187288,-73.451773",265,750
WSS,"White Sulphur Springs, West Virginia",N,Platform with Shelter,315 West Main Street,,White Sulphur Springs,WV,24986,United States,Mid-Atlantic,E,"37.786443,-80.304004",1928,2321
WST,"Wiscasset, Maine",N,Curbside Bus Stop only (no shelter),279 Bath Road,Huber's Market,Wiscasset,ME,04578-4624,United States,Northeast,E,"43.994287,-69.686490",113,
WSU,"Wausau-Rothschild (Lamer Bus), Wisconsin",N,Station Building (with waiting room),2415 Trailwood Lane,Lamers Bus Lines Station,Rothschild,WI,54474,United States,Central,C,"44.854324,-89.635643",1175,
WTH,"Winter Haven, Florida",Y,Station Building (with waiting room),1800 7th Street SW,,Winter Haven,FL,33880-4375,United States,Southern,E,"28.002146,-81.734878",144,30978
WTI,"Waterloo, Indiana",N,Platform only (no shelter),Lincoln and Center Street,,Waterloo,IN,46793,United States,Central,E,"41.431687,-85.025659",915,2040
WTN,"Williston, North Dakota",Y,Station Building (with waiting room),1 South Main Street,,Williston,ND,58801-6057,United States,Pacific Northwest,C,"48.143000,-103.620926",1867,12641
WTS,"Willits, California",N,Curbside Bus Stop only (no shelter),200 E. Commercial Street,California Western Railroad Depot,Willits,CA,95490,United States,Pacific,P,"39.412423,-123.350961",1369,4008
WWA,"Walla Walla, Washington",N,Curbside Bus Stop only (no shelter),108 West Main Street,Transit Center,Walla Walla,WA,99362,United States,Pacific Northwest,P,"46.065989,-118.341502",947,
WWD,"Wildwood, Florida",N,Station Building (with waiting room),601 North Main Street,,Wildwood,FL,34785-3842,United States,Southern,E,"28.866164,-82.039518",64,
YAZ,"Yazoo City, Mississippi",N,Platform with Shelter,West Broadway (SR149) & North Water Street,,Yazoo City,MS,39194,United States,Central,C,"32.848477,-90.415230",107,14550
YEM,"Yemassee, South Carolina",N,Platform with Shelter,Railroad Avenue and Old Salkehatchie Highway,,Yemassee,SC,29945,United States,Southern,E,"32.688286,-80.846901",26,2000
YNY,"Yonkers, New York",N,Station Building (with waiting room),5 Buena Vista Avenue,Amtrak/Metro-North Station,Yonkers,NY,10701-3544,United States,Northeast,E,"40.935586,-73.902263",11,186300
YOA,"Yosemite - Ahwahnee Hotel, California",N,Curbside Bus Stop only (no shelter),Yosemite Village,,Yosemite National Park,CA,95389,United States,Pacific,P,"37.746617,-119.574613",3993,
YOC,"Yosemite - Curry Village, California",N,Curbside Bus Stop only (no shelter),Curry Village,,Yosemite National Park,CA,95389,United States,Pacific,P,"37.737730,-119.570605",3995,
YOF,"Yosemite - Crane Flat, California",N,Curbside Bus Stop only (no shelter),8028 Big Oak Flat Road,Chevron Gas Station,Yosemite National Park,CA,95389,United States,Pacific,P,"37.753134,-119.797145",6158,
YOS,"Yosemite - Lodge, California",N,Curbside Bus Stop only (no shelter),9006 Yosemite Lodge Drive,Yosemite Park Lodge,Yosemite National Park,CA,95389,United States,Pacific,P,"37.742646,-119.599331",3978,
YOT,"Yosemite - Tuolumne Meadow, California",N,Curbside Bus Stop only (no shelter),Tuolumne Meadows Visitors Center,Highway 120 East,Yosemite National Park,CA,95389,United States,Pacific,P,"37.872240,-119.373801",8593,
YOV,"Yosemite - Visitor Center, California",N,Curbside Bus Stop only (no shelter),National Park Visitor Center,Yosemite Village.  Transfer point to park shuttles,Yosemite National Park,CA,95389,United States,Pacific,P,"37.748042,-119.586318",3996,
YOW,"Yosemite - White Wolf, California",N,Curbside Bus Stop only (no shelter),Old Tioga Road at Highway 120 East,White Wolfe Lodge,Yosemite National Park,CA,95389,United States,Pacific,P,"37.869636,-119.649293",7877,
YUM,"Yuma, Arizona",N,Platform only (no shelter),281 Gila Street,,Yuma,AZ,85364,United States,Southwest,M,"32.723139,-114.615571",135,87423
ZMW,Six Flags Discovery Kingdom Admission Ticket ,,Pseudo Station,Six Flags Discovery Kingdom,Book between VMW and ZMW,Vallejo,CA,94589,United States,,,"null,null",,
